0,AFG
1,AFG
2,AFG
3,AFG
4,AFG
5,AFG
6,AFG
7,AFG
8,AFG
9,AGO
10,AGO
11,AGO
12,AGO
13,AGO
14,AGO
15,AGO
16,AGO
17,AGO
18,AGO
19,AGO
20,AGO
21,AGO
22,AGO
23,AGO
24,AGO
25,AGO
26,AGO
27,ALB
28,ALB
29,ALB
30,ALB
31,ALB
32,ALB
33,ALB
34,ALB
35,ALB
36,ARE
37,ARE
38,ARE
39,ARE
40,ARE
41,ARE
42,ARE
43,ARE
44,ARE
45,ARE
46,ARE
47,ARE
48,ARE
49,ARE
50,ARE
51,ARE
52,ARE
53,ARE
54,ARE
55,ARE
56,ARE
57,ARE
58,ARE
59,ARE
60,ARE
61,ARE
62,ARE
63,ARE
64,ARE
65,ARG
66,ARG
67,ARG
68,ARG
69,ARG
70,ARG
71,ARG
72,ARG
73,ARG
74,ARG
75,ARG
76,ARG
77,ARG
78,ARG
79,ARG
80,ARG
81,ARG
82,ARG
83,ARG
84,ARG
85,ARG
86,ARG
87,ARG
88,ARG
89,ARG
90,ARG
91,ARG
92,ARG
93,ARG
94,ARG
95,ARG
96,ARG
97,ARG
98,ARG
99,ARG
100,ARG
101,ARG
102,ARG
103,ARG
104,ARG
105,ARG
106,ARG
107,ARG
108,ARG
109,ARG
110,ARG
111,ARG
112,ARG
113,ARG
114,ARG
115,ARG
116,ARG
117,ARG
118,ARG
119,ARG
120,ARG
121,ARG
122,ARG
123,ARG
124,ARG
125,ARG
126,ARG
127,ARG
128,ARG
129,ARG
130,ARG
131,ARG
132,ARG
133,ARG
134,ARG
135,ARG
136,ARG
137,ARG
138,ARG
139,ARG
140,ARG
141,ARG
142,ARG
143,ARG
144,ARG
145,ARG
146,ARG
147,ARG
148,ARG
149,ARG
150,ARG
151,ARG
152,ARG
153,ARG
154,ARG
155,ARG
156,ARG
157,ARG
158,ARG
159,ARG
160,ARG
161,ARG
162,ARG
163,ARG
164,ARG
165,ARG
166,ARG
167,ARG
168,ARG
169,ARG
170,ARG
171,ARG
172,ARG
173,ARG
174,ARG
175,ARG
176,ARG
177,ARG
178,ARG
179,ARG
180,ARG
181,ARG
182,ARG
183,ARG
184,ARG
185,ARG
186,ARG
187,ARG
188,ARG
189,ARG
190,ARG
191,ARG
192,ARG
193,ARG
194,ARG
195,ARG
196,ARG
197,ARG
198,ARG
199,ARG
200,ARG
201,ARG
202,ARG
203,ARG
204,ARG
205,ARG
206,ARG
207,ARG
208,ARG
209,ARG
210,ARG
211,ARG
212,ARG
213,ARG
214,ARG
215,ARG
216,ARG
217,ARG
218,ARG
219,ARG
220,ARG
221,ARG
222,ARG
223,ARG
224,ARG
225,ARG
226,ARG
227,ARG
228,ARG
229,ARG
230,ARG
231,ARG
232,ARG
233,ARG
234,ARG
235,ARG
236,ARG
237,ARG
238,ARG
239,ARG
240,ARG
241,ARG
242,ARG
243,ARG
244,ARG
245,ARG
246,ARG
247,ARG
248,ARG
249,ARG
250,ARG
251,ARG
252,ARG
253,ARG
254,ARG
255,ARG
256,ARG
257,ARG
258,ARG
259,ARG
260,ARG
261,ARG
262,ARG
263,ARG
264,ARG
265,ARG
266,ARG
267,ARG
268,ARG
269,ARG
270,ARG
271,ARG
272,ARG
273,ARG
274,ARG
275,ARG
276,ARG
277,ARG
278,ARG
279,ARG
280,ARG
281,ARG
282,ARG
283,ARG
284,ARG
285,ARG
286,ARG
287,ARG
288,ARG
289,ARG
290,ARG
291,ARG
292,ARG
293,ARG
294,ARG
295,ARG
296,ARG
297,ARG
298,ARG
299,ARG
300,ARG
301,ARM
302,ARM
303,ARM
304,ARM
305,ARM
306,ARM
307,ARM
308,ARM
309,ARM
310,ARM
311,ATA
312,ATA
313,AUS
314,AUS
315,AUS
316,AUS
